,BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,DOGEUSDT,LINKUSDT,LTCUSDT,PEOPLEUSDT,GALAUSDT,UNFIUSDT,SANDUSDT,THETAUSDT,ATOMUSDT
2024-08-09 09:00:00,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-10 09:00:00,615.3846153846154,615.3846153846154,636.0886653846154,579.2299733346154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,609.9578056346154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-11 09:00:00,557.6117804346154,615.3846153846154,560.6192253846154,431.63884773461535,615.3846153846154,615.3846153846154,615.3846153846154,443.83378538461534,720.7310656346153,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-12 09:00:00,531.9925804346154,552.4596153846154,539.5168853846154,362.28088276461534,615.3846153846154,563.0808857246153,615.3846153846154,456.97928838461536,725.6181856346153,676.0518886046153,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-13 09:00:00,531.9925804346154,552.4596153846154,539.5168853846154,362.28088276461534,615.3846153846154,563.0808857246153,615.3846153846154,456.97928838461536,725.6181856346153,676.0518886046153,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-14 09:00:00,531.9925804346154,552.4596153846154,539.5168853846154,362.28088276461534,615.3846153846154,563.0808857246153,615.3846153846154,456.97928838461536,725.6181856346153,676.0518886046153,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-15 09:00:00,531.9925804346154,552.4596153846154,539.5168853846154,362.28088276461534,615.3846153846154,563.0808857246153,615.3846153846154,456.97928838461536,725.6181856346153,676.0518886046153,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-16 09:00:00,531.9925804346154,552.4596153846154,539.5168853846154,362.28088276461534,615.3846153846154,563.0808857246153,615.3846153846154,456.97928838461536,725.6181856346153,676.0518886046153,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-17 09:00:00,531.9925804346154,552.4596153846154,539.5168853846154,362.28088276461534,615.3846153846154,563.0808857246153,615.3846153846154,456.97928838461536,725.6181856346153,676.0518886046153,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-18 09:00:00,531.9925804346154,552.4596153846154,539.5168853846154,362.28088276461534,615.3846153846154,563.0808857246153,615.3846153846154,456.97928838461536,725.6181856346153,676.0518886046153,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-19 09:00:00,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-20 09:00:00,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154,615.3846153846154
2024-08-21 09:00:00,541.3455715846153,615.3846153846154,636.6285653846154,615.3846153846154,615.3846153846154,403.91925498461535,642.0820953846154,615.3846153846154,560.7692877546153,692.2711681746154,572.9403843546154,641.1797797746153,615.3846153846154
2024-08-22 09:00:00,541.3455715846153,615.3846153846154,636.6285653846154,615.3846153846154,615.3846153846154,403.91925498461535,642.0820953846154,615.3846153846154,560.7692877546153,692.2711681746154,572.9403843546154,641.1797797746153,615.3846153846154
2024-08-23 09:00:00,541.3455715846153,615.3846153846154,636.6285653846154,614.4822036346153,615.3846153846154,403.91925498461535,642.0820953846154,615.3846153846154,411.2140877546153,692.2711681746154,572.9403843546154,641.1797797746153,615.3846153846154
2024-08-24 09:00:00,541.3455715846153,615.3846153846154,636.6285653846154,614.4822036346153,615.3846153846154,403.91925498461535,642.0820953846154,615.3846153846154,411.2140877546153,692.2711681746154,572.9403843546154,641.1797797746153,615.3846153846154
2024-08-25 09:00:00,541.3455715846153,615.3846153846154,636.6285653846154,614.4822036346153,615.3846153846154,403.91925498461535,642.0820953846154,615.3846153846154,411.2140877546153,692.2711681746154,572.9403843546154,641.1797797746153,615.3846153846154
2024-08-26 09:00:00,541.3455715846153,615.3846153846154,636.6285653846154,614.4822036346153,615.3846153846154,403.91925498461535,642.0820953846154,615.3846153846154,411.2140877546153,692.2711681746154,572.9403843546154,641.1797797746153,615.3846153846154
2024-08-27 09:00:00,521.6264965946153,615.3846153846154,636.6285653846154,614.4822036346153,557.8377657846154,395.26109506461535,624.0081004046154,615.3846153846154,411.2140877546153,488.97321473461534,558.9969476746154,518.8377280946154,687.4430683746153
2024-08-28 09:00:00,521.6264965946153,681.5043243446154,561.4191070846155,559.1868951346153,557.8377657846154,395.26109506461535,624.0081004046154,499.5330233846154,411.2140877546153,541.5544136846154,558.9969476746154,518.8377280946154,687.4430683746153
2024-08-29 09:00:00,521.6264965946153,729.2859740346154,480.98777219461545,559.1868951346153,551.1888244146154,395.26109506461535,624.0081004046154,539.9930369846154,411.2140877546153,574.8564269346153,563.8599353746154,518.0285865346153,807.4525187546153
2024-08-30 09:00:00,521.6264965946153,729.2859740346154,480.98777219461545,559.1868951346153,551.1888244146154,395.26109506461535,624.0081004046154,539.9930369846154,411.2140877546153,574.8564269346153,563.8599353746154,518.0285865346153,807.4525187546153
