open_time,open,high,low,close,volume,quote_asset_vol,trade_num,taker_buy_base_vol,taker_buy_quote_vol
2021-09-27 09:00:00,6.798,6.863,6.082,6.142,2931874.9,18835045.2037,86521.0,1282502.8,8261376.7229
2021-09-28 09:00:00,6.139,6.272,5.794,5.819,2158778.8,12957375.1877,49218.0,953866.7,5731495.0691
2021-09-29 09:00:00,5.819,6.175,5.507,5.7,3021144.6,17643903.638,52392.0,1248588.1,7295335.4359
2021-09-30 09:00:00,5.698,5.878,5.55,5.646,3194712.1,18316606.4388,51320.0,1370051.5,7864917.1365
2021-10-01 09:00:00,5.653,6.327,5.612,6.164,4502184.3,27077085.1387,76200.0,1892559.1,11398351.3861
2021-10-02 09:00:00,6.164,6.64,6.02,6.292,4080925.7,25880669.0672,70851.0,1699880.7,10795666.4263
2021-10-03 09:00:00,6.29,6.665,6.06,6.309,3911089.5,24856828.908,67043.0,1607766.6,10241254.6515
2021-10-04 09:00:00,6.311,6.35,5.923,6.022,4465060.5,27263610.4128,73959.0,1827078.1,11166501.5322
2021-10-05 09:00:00,6.019,6.192,5.726,5.934,4198380.5,25087250.6631,69444.0,1643292.6,9828651.0561
2021-10-06 09:00:00,5.933,5.993,5.456,5.75,4401911.3,25483425.1781,71248.0,1778068.3,10311832.4598
2021-10-07 09:00:00,5.749,6.04,5.603,5.907,3778487.0,22070969.0183,63028.0,1587146.3,9275537.8521
2021-10-08 09:00:00,5.907,6.069,5.779,5.885,3573058.6,21099793.2063,57941.0,1498443.5,8850891.2972
2021-10-09 09:00:00,5.887,6.333,5.815,5.947,6303134.2,38244929.3846,91430.0,2679316.2,16275241.5076
2021-10-10 09:00:00,5.951,6.002,5.6,5.653,3382142.7,19759459.9782,46928.0,1396454.3,8165775.7462
2021-10-11 09:00:00,5.65,5.863,5.4,5.579,3396004.5,19226844.9805,49357.0,1487689.5,8425104.8197
2021-10-12 09:00:00,5.575,5.715,5.088,5.577,5761448.7,31067867.5721,72954.0,2533288.5,13685971.0238
2021-10-13 09:00:00,5.58,5.85,5.297,5.676,5117012.3,28707384.9747,67480.0,2190395.4,12295140.7419
2021-10-14 09:00:00,5.68,6.264,5.622,5.915,7787186.5,46410941.2098,96831.0,3601108.7,21457330.8932
2021-10-15 09:00:00,5.913,5.981,5.589,5.885,4355329.5,25348496.6465,59375.0,1981095.4,11542514.9989
2021-10-16 09:00:00,5.88,6.117,5.786,5.881,2857743.9,16912912.9166,40550.0,1249399.7,7397771.172
2021-10-17 09:00:00,5.887,6.6,5.826,6.151,10023242.0,62551890.2686,149065.0,4698570.4,29342298.7604
2021-10-18 09:00:00,6.151,6.51,5.906,6.147,6730937.4,41655597.5311,100972.0,3057110.3,18941117.7408
2021-10-19 09:00:00,6.147,6.273,6.02,6.099,2178678.1,13355298.4916,35052.0,958442.6,5877411.4833
2021-10-20 09:00:00,6.099,6.841,6.034,6.559,5713816.4,36749210.7323,86982.0,2658707.4,17143997.2785
2021-10-21 09:00:00,6.56,7.063,6.429,6.987,9425925.1,63578262.7501,141075.0,4465280.2,30160950.7057
2021-10-22 09:00:00,6.987,6.998,6.41,6.644,4268946.6,28554121.8287,65601.0,1877613.6,12566057.525
2021-10-23 09:00:00,6.645,6.764,6.389,6.525,2473629.8,16256184.6158,38455.0,1049391.2,6900750.6594
2021-10-24 09:00:00,6.522,6.883,6.468,6.708,4071208.7,27147865.8789,64978.0,1806788.9,12053499.1067
2021-10-25 09:00:00,6.712,7.434,6.677,7.244,9554161.4,68206624.0787,158772.0,4547169.3,32488419.6944
2021-10-26 09:00:00,7.245,7.88,7.067,7.26,12706809.4,94183424.9651,219921.0,5571642.6,41322367.3771
2021-10-27 09:00:00,7.261,7.357,5.74,6.22,10970391.6,72700129.9451,162821.0,4539065.5,30052742.5326
2021-10-28 09:00:00,6.217,6.697,6.153,6.448,5711804.4,36813833.7178,85929.0,2525792.3,16287903.2079
2021-10-29 09:00:00,6.447,6.849,6.4,6.784,4488118.7,29986997.333,68622.0,1984587.0,13265896.5353
2021-10-30 09:00:00,6.784,6.846,6.2,6.299,4204425.0,27035275.867,65031.0,1836490.6,11815622.4555
2021-10-31 09:00:00,6.298,6.409,6.015,6.244,3737569.1,23226708.0882,62434.0,1626372.3,10115497.3625
2021-11-01 09:00:00,6.245,6.556,6.165,6.297,4778713.8,30340994.4223,85957.0,2080167.2,13213263.1299
2021-11-02 09:00:00,6.298,6.463,6.204,6.3,3250558.2,20603583.1872,60116.0,1393467.8,8837101.3892
2021-11-03 09:00:00,6.303,6.638,6.226,6.471,7263209.1,46900055.4359,126057.0,3231864.6,20883396.7147
2021-11-04 09:00:00,6.47,6.754,6.243,6.353,5986380.9,38909932.1807,98379.0,2515683.5,16360376.2895
2021-11-05 09:00:00,6.355,6.458,6.258,6.294,3197116.9,20314499.8598,58471.0,1383139.9,8789912.7211
2021-11-06 09:00:00,6.294,6.557,6.05,6.34,3909824.3,24611369.1264,68675.0,1695090.3,10689263.6389
2021-11-07 09:00:00,6.335,6.459,6.205,6.343,2740832.0,17295755.7193,48426.0,1135007.2,7164710.9721
2021-11-08 09:00:00,6.346,6.497,6.214,6.44,3865522.5,24529889.0443,63663.0,1601416.2,10171214.593
2021-11-09 09:00:00,6.442,6.79,6.375,6.635,6445601.3,42525491.859,107468.0,2856943.7,18867333.7075
2021-11-10 09:00:00,6.634,6.744,5.3,6.111,8782829.6,55051920.1241,142204.0,3740228.2,23487998.6775
2021-11-11 09:00:00,6.11,6.238,5.992,6.083,3442254.3,21061697.9177,53145.0,1432831.0,8768420.8868
2021-11-12 09:00:00,6.079,6.15,5.713,5.884,3768303.3,22301237.6817,60915.0,1640997.1,9708508.9327
2021-11-13 09:00:00,5.885,5.924,5.745,5.849,2924181.6,17079315.8109,48938.0,1339921.2,7828123.4304
2021-11-14 09:00:00,5.848,5.946,5.715,5.832,2960763.8,17245535.7979,53403.0,1292361.9,7531136.1522
2021-11-15 09:00:00,5.835,5.887,5.545,5.635,4063386.5,23376843.9001,64422.0,1766653.1,10168005.712
2021-11-16 09:00:00,5.635,5.638,4.799,5.165,8147436.7,42848139.2542,119050.0,3632434.2,19109000.2477
2021-11-17 09:00:00,5.167,5.249,4.971,5.148,3896078.6,19980429.2559,61508.0,1877706.5,9633051.7145
2021-11-18 09:00:00,5.148,5.474,4.802,5.003,7738540.2,40161131.8235,116309.0,3619837.6,18805496.5526
2021-11-19 09:00:00,5.003,5.464,4.971,5.287,3332567.6,17353474.5214,56515.0,1599600.6,8332425.5665
2021-11-20 09:00:00,5.284,5.491,5.185,5.407,2750432.0,14749848.2419,44963.0,1268103.4,6803011.4567
2021-11-21 09:00:00,5.408,6.222,5.373,5.8,8743573.7,51289423.7415,152080.0,4159887.9,24400373.7088
2021-11-22 09:00:00,5.802,6.228,5.455,5.455,8921147.4,51659799.2727,155178.0,4141831.4,24011006.2183
2021-11-23 09:00:00,5.456,5.567,5.224,5.413,6677544.2,35919791.8223,101663.0,3107169.0,16725795.7614
2021-11-24 09:00:00,5.414,5.461,5.046,5.242,4365395.9,22905623.4786,71266.0,1901307.6,9974049.4057
2021-11-25 09:00:00,5.241,5.476,5.202,5.284,3258616.5,17326679.6698,58416.0,1529176.6,8133323.2622
2021-11-26 09:00:00,5.283,5.699,4.655,4.719,9006256.2,46244144.2938,164552.0,3869808.7,19888845.0689
2021-11-27 09:00:00,4.716,5.049,4.697,4.844,3419898.6,16653975.0387,84757.0,1492270.8,7268180.7898
2021-11-28 09:00:00,4.844,4.892,4.493,4.886,4342793.6,20425875.0238,107960.0,1843508.7,8682671.8337
2021-11-29 09:00:00,4.885,5.11,4.838,5.033,4518695.8,22535714.7741,106567.0,1973770.2,9847007.9632
2021-11-30 09:00:00,5.033,5.272,4.872,5.157,6350867.9,32579033.4834,146706.0,2856430.9,14661679.646
2021-12-01 09:00:00,5.158,5.268,4.865,4.918,3303444.9,16756259.2351,91370.0,1387242.6,7036154.0161
2021-12-02 09:00:00,4.917,5.116,4.741,4.923,4445660.3,21782844.8669,105900.0,2082538.8,10209331.9424
2021-12-03 09:00:00,4.923,5.125,4.552,4.728,6685742.2,32851797.2077,132476.0,3036215.8,14925780.7721
2021-12-04 09:00:00,4.726,4.748,3.0,4.053,12477589.7,47990395.601,200365.0,5480805.5,21086775.2334
2021-12-05 09:00:00,4.052,4.214,3.602,3.738,7454897.1,29089288.8123,130128.0,3436444.9,13427748.2292
2021-12-06 09:00:00,3.739,3.786,3.382,3.736,8017442.6,28621266.3832,133201.0,3872150.7,13820314.5426
2021-12-07 09:00:00,3.736,3.871,3.589,3.645,4901168.4,18371774.7581,98479.0,2254617.0,8454879.2078
2021-12-08 09:00:00,3.645,4.738,3.479,4.254,20489429.0,85271829.9364,291173.0,9957126.3,41523127.9189
2021-12-09 09:00:00,4.255,4.446,3.721,3.726,15028385.8,61389562.4162,232804.0,6942800.2,28367227.5204
2021-12-10 09:00:00,3.728,4.067,3.562,3.584,9502640.5,36421541.9052,156730.0,4537346.5,17391270.3855
2021-12-11 09:00:00,3.583,3.842,3.516,3.741,5062228.3,18701435.3959,101283.0,2300007.1,8501340.4743
2021-12-12 09:00:00,3.743,4.039,3.697,3.84,7083759.5,27168881.4255,115003.0,3431964.6,13168872.0561
2021-12-13 09:00:00,3.84,3.924,3.378,3.457,8125445.6,29777182.3505,137647.0,3736374.4,13708147.9085
2021-12-14 09:00:00,3.457,3.522,3.274,3.43,6710459.5,22915968.9623,119767.0,3038574.4,10387255.4752
2021-12-15 09:00:00,3.429,3.568,3.233,3.47,8467662.6,29024319.1301,140011.0,3983335.0,13666442.5658
2021-12-16 09:00:00,3.469,4.027,3.419,3.853,15215049.5,57004012.4185,222687.0,7502372.0,28105518.5288
2021-12-17 09:00:00,3.854,4.077,3.629,3.811,20189019.9,78126296.4911,274771.0,10064523.5,38962616.6346
2021-12-18 09:00:00,3.813,4.248,3.769,4.017,13059186.6,52831518.8576,187576.0,6581450.2,26607054.8691
2021-12-19 09:00:00,4.016,4.251,3.965,4.083,9285148.0,38325540.8189,125716.0,4505761.8,18604253.752
2021-12-20 09:00:00,4.083,4.41,3.838,4.061,15577240.8,63964229.2006,227456.0,7502897.0,30837397.728
2021-12-21 09:00:00,4.062,4.416,4.047,4.243,10406307.7,44120376.3493,165956.0,4964451.3,21062224.1066
2021-12-22 09:00:00,4.243,4.878,4.222,4.741,12552936.8,57458347.6542,207352.0,6077027.0,27874878.393
2021-12-23 09:00:00,4.742,5.187,4.61,4.849,16095373.7,78256148.7406,266317.0,7834592.4,38126241.3727
2021-12-24 09:00:00,4.849,5.113,4.689,4.981,9792150.1,47822447.852,193965.0,4458769.8,21802152.4466
2021-12-25 09:00:00,4.982,5.078,4.81,4.889,4357555.6,21455907.3085,104670.0,2062083.3,10158645.2288
2021-12-26 09:00:00,4.892,5.182,4.69,5.117,5678805.2,28176604.1156,114989.0,2686106.7,13343871.855
2021-12-27 09:00:00,5.119,5.296,5.027,5.052,6545880.9,33753035.936,121102.0,3155173.5,16273092.6947
