open_time,open,high,low,close,volume,quote_asset_vol,trade_num,taker_buy_base_vol,taker_buy_quote_vol
2020-09-24 09:00:00,0.03463,0.042,0.03463,0.039761,241855280.0,9392490.086883,73458.0,116699700.0,4531629.115619
2020-09-25 09:00:00,0.039696,0.043662,0.036506,0.04192,139677112.0,5514513.046219,42962.0,65677190.0,2608739.641048
2020-09-26 09:00:00,0.041843,0.0424,0.038241,0.040105,99734379.0,3997558.184026,30157.0,42536877.0,1710204.187913
2020-09-27 09:00:00,0.040105,0.041195,0.037443,0.039657,94255490.0,3716958.101364,33453.0,44996759.0,1775791.977487
2020-09-28 09:00:00,0.039699,0.044993,0.038563,0.0393,196701375.0,8157276.904924,55707.0,92722074.0,3850083.371128
2020-09-29 09:00:00,0.0393,0.040774,0.03694,0.039048,103195848.0,4023436.284594,26447.0,43446072.0,1697681.553448
2020-09-30 09:00:00,0.039052,0.0392,0.035597,0.03908,109823603.0,4093098.124387,30925.0,50670796.0,1891957.484682
2020-10-01 09:00:00,0.0392,0.040614,0.03515,0.037027,113958004.0,4360309.950109,31979.0,55067697.0,2110388.657417
2020-10-02 09:00:00,0.037009,0.037659,0.030259,0.033286,185197484.0,6071554.605846,49210.0,91744954.0,3006397.307822
2020-10-03 09:00:00,0.033337,0.033815,0.030553,0.030929,125624287.0,4074683.255365,32588.0,59853385.0,1947127.440711
2020-10-04 09:00:00,0.030946,0.032605,0.029513,0.031898,115836224.0,3619554.226566,26925.0,60483449.0,1890211.847444
2020-10-05 09:00:00,0.031898,0.032438,0.029016,0.030221,108467776.0,3310502.874273,28960.0,51438573.0,1571170.576695
2020-10-06 09:00:00,0.030221,0.030338,0.024873,0.025894,199873480.0,5334698.918083,43009.0,96866990.0,2583810.18415
2020-10-07 09:00:00,0.025856,0.027888,0.023512,0.027013,208494543.0,5299671.056965,49342.0,105833156.0,2690778.206438
2020-10-08 09:00:00,0.027012,0.029351,0.025016,0.029238,156694698.0,4204230.53475,31565.0,77814023.0,2094976.953595
2020-10-09 09:00:00,0.029229,0.032196,0.0285,0.031639,204964585.0,6247220.373433,42111.0,94456013.0,2882209.38138
2020-10-10 09:00:00,0.031634,0.033652,0.030824,0.031301,183160636.0,5875218.49192,40596.0,85597012.0,2747624.527652
2020-10-11 09:00:00,0.031338,0.033775,0.03001,0.032584,123511384.0,3923063.384578,54640.0,55073191.0,1750010.683874
2020-10-12 09:00:00,0.032653,0.034588,0.030421,0.03181,188437042.0,6160552.971089,36713.0,83672454.0,2740933.009315
2020-10-13 09:00:00,0.03181,0.0329,0.030565,0.03121,69863429.0,2223724.151458,48385.0,36269078.0,1155937.731948
2020-10-14 09:00:00,0.031215,0.031595,0.027577,0.028927,129083426.0,3754627.998966,64391.0,62690792.0,1822413.536869
2020-10-15 09:00:00,0.028919,0.031189,0.026541,0.02995,210878745.0,6216286.444783,66000.0,108086498.0,3189135.171307
2020-10-16 09:00:00,0.029971,0.030324,0.022222,0.025176,161917153.0,4433494.89857,35609.0,66134938.0,1827220.850438
