open_time,open,high,low,close,volume,quote_asset_vol,trade_num,taker_buy_base_vol,taker_buy_quote_vol
2020-02-05 09:00:00,65.99,73.26,64.77,71.22,83798.339,5805344.06727,28022.0,41600.408,2877888.73018
2020-02-06 09:00:00,71.22,73.47,67.76,70.17,69289.16,4900436.22669,41155.0,27338.564,1936029.31412
2020-02-07 09:00:00,70.21,72.25,68.03,68.59,98172.843,6849909.26046,50206.0,43302.598,3023166.1249
2020-02-08 09:00:00,68.61,72.34,66.0,70.13,89554.027,6282267.74769,47193.0,37927.495,2666504.28456
2020-02-09 09:00:00,70.14,73.1,68.85,71.43,73579.213,5224778.24109,38048.0,28130.507,2000149.8208
2020-02-10 09:00:00,71.43,71.65,68.0,69.9,76113.401,5308017.21535,45854.0,33413.655,2330733.25991
2020-02-11 09:00:00,69.9,73.21,68.24,72.75,92413.848,6534100.27885,53589.0,41243.586,2918459.78541
2020-02-12 09:00:00,72.8,75.27,72.37,73.61,109908.374,8122418.61019,47770.0,45945.653,3397371.37849
2020-02-13 09:00:00,73.61,76.01,70.1,72.12,121454.499,8813055.06079,47771.0,49940.309,3620577.33713
2020-02-14 09:00:00,72.13,73.39,70.47,72.96,82366.846,5945387.45867,44980.0,36888.903,2663155.30077
2020-02-15 09:00:00,72.97,73.09,62.43,64.53,106902.644,7250764.09711,41406.0,37888.472,2549957.47777
2020-02-16 09:00:00,64.53,66.62,53.42,60.06,177638.011,10755552.38317,60401.0,81924.183,4961791.86244
2020-02-17 09:00:00,60.04,66.16,54.82,64.21,249737.318,15106779.62928,88667.0,121824.95,7376581.37251
2020-02-18 09:00:00,64.22,66.5,60.07,65.91,220269.2,14034486.65324,85367.0,102727.662,6547329.96413
2020-02-19 09:00:00,65.97,69.67,60.7,62.07,124006.937,8152514.46263,51041.0,56220.592,3700299.27283
2020-02-20 09:00:00,62.07,64.2,58.01,60.8,181149.109,11102845.93468,64862.0,88545.946,5430809.93089
2020-02-21 09:00:00,60.78,64.03,59.9,61.63,112631.857,6982310.2723,39154.0,53228.192,3303167.03397
2020-02-22 09:00:00,61.59,62.3,60.01,60.86,62341.265,3805532.87636,41175.0,33627.705,2052920.77899
2020-02-23 09:00:00,60.82,63.85,60.81,63.4,107643.865,6772371.04324,48221.0,55906.173,3516835.72981
2020-02-24 09:00:00,63.4,64.38,58.92,60.76,154634.058,9513368.69709,59738.0,76291.013,4694557.50697
2020-02-25 09:00:00,60.73,61.01,56.16,57.11,121131.633,7066935.96559,50490.0,60446.297,3528154.78929
2020-02-26 09:00:00,57.12,58.07,48.2,51.38,230130.046,12080323.31209,59791.0,108616.948,5702726.51271
2020-02-27 09:00:00,51.38,55.15,47.97,52.98,200530.652,10476196.07764,57473.0,100635.91,5256986.32766
2020-02-28 09:00:00,53.02,54.18,48.71,50.79,155193.102,7956157.75787,54314.0,74840.111,3837853.81463
2020-02-29 09:00:00,50.83,52.19,48.96,48.98,131075.268,6634619.42577,49676.0,65358.447,3309278.59153
2020-03-01 09:00:00,48.99,51.6,48.01,49.08,147671.281,7337049.11243,54092.0,73864.318,3670585.11312
2020-03-02 09:00:00,49.11,52.99,48.85,52.39,110757.843,5653940.85946,46464.0,56180.111,2866540.62586
2020-03-03 09:00:00,52.41,52.43,49.8,50.84,94094.612,4799158.36927,39458.0,46071.447,2350725.63287
2020-03-04 09:00:00,50.84,51.56,48.95,50.16,69117.992,3489378.59918,22467.0,33818.855,1707924.14673
2020-03-05 09:00:00,50.24,53.26,50.21,51.9,121733.293,6304760.00544,39136.0,62417.038,3232334.70112
2020-03-06 09:00:00,51.92,53.58,51.07,53.34,94310.247,4927831.11481,36378.0,46337.963,2422165.80602
2020-03-07 09:00:00,53.3,53.56,50.34,50.68,70776.323,3676906.41327,31829.0,35793.629,1861755.55689
2020-03-08 09:00:00,50.62,50.68,42.01,42.81,232992.294,10534577.89957,46065.0,107123.68,4857377.41183
2020-03-09 09:00:00,42.86,44.22,38.79,42.21,230627.643,9547266.78714,51081.0,116864.606,4839498.2287
2020-03-10 09:00:00,42.18,42.61,40.32,41.46,135221.203,5631105.68804,39793.0,67730.751,2821594.19552
2020-03-11 09:00:00,41.45,42.14,37.41,40.26,135940.419,5411898.1423,41109.0,68450.501,2724516.64297
2020-03-12 09:00:00,40.26,40.43,24.08,25.38,414644.75,12800776.58151,72312.0,197356.201,6067339.43709
2020-03-13 09:00:00,25.32,29.83,16.91,27.38,673893.389,16577033.68221,140127.0,334498.07,8222106.98469
2020-03-14 09:00:00,27.39,27.68,24.61,24.94,310368.922,8126854.20844,63598.0,148804.994,3902667.91382
2020-03-15 09:00:00,24.96,27.0,24.6,25.66,249346.348,6425304.46941,50956.0,118587.336,3059480.30809
